"","Taxa_info","t_value","mean_difference","p_value"
"53","acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity",-2.35267386520029,-0.931020403045348,0.046486818355701
"54","acyl-CoA dehydrogenase activity",-13.1355030490356,-4.7213487230965,1.0733884134181e-06
"55","acyl binding",-4.35794749990903,-2.43013698433564,0.00241930502147092
"56","acylglycerol O-acyltransferase activity",-5.39938286393759,-1.14927313052304,0.00064649291688936
"57","adenine deaminase activity",-2.42365960057927,-0.893941100342323,0.0416118214535795
"58","adenine phosphoribosyltransferase activity",-4.41601384909817,-2.03749205700302,0.00223836471600766
"59","adenosine deaminase activity",-3.6783637700935,-1.92195685081222,0.00623383853464382
"60","adenosylhomocysteinase activity",-3.86457296031231,-1.78451361998594,0.00477789239062176
"61","adenosylmethionine decarboxylase activity",-7.32191245371941,-3.33582971379339,8.21311377084201e-05
"62","adenylate cyclase activity",3.69712346743506,1.60895110950351,0.00606766679232379
"63","adenylate kinase activity",-3.69840793454318,-1.55530034922,0.00605646331230074
"64","adhesion of symbiont to host cell",2.85347503876282,1.49455219060847,0.0213646086059917
"65","ADP-dependent NAD(P)H-hydrate dehydratase activity",2.31741838293627,1.31113893480633,0.0491169765062656
"66","ADP-glyceromanno-heptose 6-epimerase activity",-2.39158526031665,-0.222493103920531,0.0437474656936148
"67","ADP-heptose-lipopolysaccharide heptosyltransferase activity",-3.18463033760077,-2.60548014126798,0.0129072271777468
"68","aerobic respiration",-10.381931494495,-4.83539183678324,6.41189815965063e-06
"69","aerotaxis",-7.52153266200097,-2.96689406059894,6.78808335236597e-05
"70","Ala-tRNA(Pro) hydrolase activity",-3.24483997182199,-2.04045247858945,0.0117918332722912
"71","alanine-tRNA ligase activity",-5.87663146778613,-2.47190698831866,0.000371412661648199
"72","alanine biosynthetic process",-4.71782850404153,-0.939996298982988,0.00150637827994153
"73","alcohol dehydrogenase activity, iron-dependent",2.46291845978238,1.28573266361966,0.0391402354179328
"74","aldehyde dehydrogenase (NAD) activity",-5.92507759421448,-2.99856040040461,0.000351678250980909
"75","aldo-keto reductase (NADP) activity",4.81581290916313,2.13844289586716,0.00132844034598856
"76","alkaline phosphatase activity",-3.41854276637002,-2.74685226016605,0.00910751487645389
"77","alkaloid catabolic process",-2.31404559536203,-0.574542693183278,0.0493762666287866
"78","alkane catabolic process",-3.49381476889034,-1.2907766187666,0.00815267628045891
"79","alkanesulfonate transport",-3.35823415792263,-0.827575547691782,0.00995784137541954
"80","alkyl hydroperoxide reductase activity",-4.72708585296327,-2.11165878391192,0.00148850506119301
"81","alkyl sulfatase activity",-3.02484478275015,-1.86057521906644,0.0164378346214918
"82","alkylphosphonate transport",5.56123505663146,2.82889008437877,0.000533896242618348
"83","allantoin assimilation pathway",3.76988754705466,1.99536912399804,0.00546652206689274
"84","allantoin catabolic process",-4.96193546892982,-2.80656902866745,0.00110421249344671
"85","allantoinase activity",5.74964085333478,1.69134837264331,0.000429173125439309
"86","allophanate hydrolase activity",-7.86718877503097,-3.08598496787556,4.92508312585245e-05
"87","alpha-1,2-mannosyltransferase activity",-7.21857932917012,-3.67266554607144,9.07890146967215e-05
"88","alpha-amylase activity",4.83842157751663,3.1381834632575,0.00129071907187648
"89","alpha-galactosidase activity",3.85275630586398,3.35600575465283,0.00485851613777069
"90","alpha-ketoacid dehydrogenase activity",2.43076377462565,1.35749786581946,0.0411531805292434
"91","alpha-ketoglutarate:proton symporter activity",-18.6741862900818,-3.05392499229382,6.9793690205705e-08
"92","alpha-L-arabinofuranosidase activity",7.6537441317206,3.44468345115893,5.99610663094605e-05
"93","alpha DNA polymerase:primase complex",-3.09600115869854,-1.60507350078003,0.0147548285122523
"94","altronate dehydratase activity",4.47978925573971,3.04877638657857,0.00205636959112722
"95","amidophosphoribosyltransferase activity",-4.74505559835029,-0.945644566219277,0.00145446581519826
"96","amine metabolic process",-16.1443410788194,-4.06934219995945,2.17659101492256e-07
"97","amino acid-transporting ATPase activity",-13.9976522511981,-3.02342913543687,6.57942813784997e-07
"98","amino acid binding",10.8460456392971,1.75440712847128,4.61449852142787e-06
"99","amino acid import",-12.9174164700816,-3.88999526710933,1.22057987668172e-06
"100","amino acid:cation symporter activity",4.94857530727821,2.21022063134304,0.00112289233749836
"101","aminoacyl-tRNA editing activity",9.42067396737026,2.62610860360214,1.32289541749661e-05
"102","aminoacyl-tRNA hydrolase activity",4.52886458305909,2.31279707897028,0.00192725056365132
"103","aminoacyl-tRNA ligase activity",-5.78496954273169,-2.56791899651773,0.000412170848295676
"104","aminobutyraldehyde dehydrogenase activity",-5.25089391580852,-2.35777567574178,0.000772995419134403
"105","aminomethyltransferase activity",-3.3677014802703,-2.0250616539408,0.0098189854739507
"106","aminopeptidase activity",4.38134282638795,1.59655966789935,0.00234456645317258
"107","AMP nucleosidase activity",-19.8100926439739,-3.82647530233428,4.3910619610639e-08
"108","amyloid-beta binding",-3.77254803748442,-1.11711517807282,0.00544578542041055
"109","anaerobic electron transport chain",2.88155857554578,1.70024829332359,0.0204625232640416
"110","anion transport",-2.33498909857593,-0.901231792353205,0.0477880453002256
"111","arginine-tRNA ligase activity",10.5868952192833,4.49109828174101,5.53624968993837e-06
"112","arginine biosynthetic process",-3.21683174797332,-1.25097581332202,0.0122975249589591
"113","arginine catabolic process",2.44098351408995,1.14296278148148,0.0405023257766442
"114","arginine deiminase activity",10.651857011296,3.4010559276707,5.28725827463645e-06
"115","argininosuccinate synthase activity",-2.73319159849998,-0.967592912191008,0.0257185453962134
"116","aromatic compound catabolic process",-7.502849858323,-1.31369156241591,6.90907894725672e-05
"117","arsenate reductase (glutaredoxin) activity",-3.72215041139415,-3.2551259661801,0.00585330249835293
"118","arylamine N-acetyltransferase activity",-4.30599379401949,-2.17690728193933,0.00259465727751362
"119","aryldialkylphosphatase activity",-5.25904512472457,-1.99070847551217,0.000765388649591097
"120","arylformamidase activity",-6.92340673725522,-2.66250637737419,0.000121625731485629
"121","asexual sporulation",-5.07965800592857,-3.06853243446581,0.000953533979421541
"122","asparagine synthase (glutamine-hydrolyzing) activity",5.49149861592589,2.99843195593901,0.000579530041704476
"123","aspartate-ammonia ligase activity",2.34100156825378,1.88897372026993,0.0473416121525592
"124","aspartate-semialdehyde dehydrogenase activity",10.0994774608137,4.27138684964843,7.88312115288766e-06
"125","aspartate-tRNA ligase activity",-11.8445276681179,-2.49546155384652,2.36772298895308e-06
"126","aspartate 1-decarboxylase activity",2.83593784796299,0.864388649446715,0.0219487176773571
"127","aspartate family amino acid metabolic process",3.75090694846589,2.85999606574466,0.00561693415894671
"128","aspartate kinase activity",7.97269487302951,4.01688059777442,4.47559474409133e-05
"129","aspartic-type endopeptidase activity",4.74202284202284,2.04888624701746,0.00146015070427055
"130","ATP-dependent peptidase activity",-4.76705663013528,-1.03850432094701,0.00141393908053346
"131","ATP adenylyltransferase activity",-3.83616797080554,-3.97653457608335,0.00497416481086839
"132","ATP binding",16.0317131534985,7.8165816762394,2.29849346716003e-07
"133","ATP synthesis coupled proton transport",2.73526499799874,1.24772803870402,0.0256362214092299
"134","ATPase-coupled molybdate transmembrane transporter activity",3.52639301571371,1.66622974386029,0.00777288279152529
"135","ATPase activity",-4.91914092067678,-1.70251090686252,0.00116527478836611
"136","ATPase activity, coupled to transmembrane movement of substances",-11.1722347704391,-4.30600053726907,3.68910151097241e-06
"137","autophagy",-3.6027717286135,-2.30780861598998,0.00695425242886919
"138","bacterial-type flagellum-dependent swarming motility",6.33521221630928,2.07143782256749,0.000224136785808195
"139","bacterial-type proximal promoter sequence-specific DNA binding",-6.01877375633255,-1.60600468833352,0.000316704673652882
"140","bacterial-type RNA polymerase core enzyme binding",-4.54157370124078,-2.71779028959018,0.00189526485451226
"141","bacterial-type RNA polymerase enhancer sequence-specific DNA binding",-7.04124534560348,-2.51204242419146,0.000108105416420512
"142","bacterial-type RNA polymerase holo enzyme binding",3.45506488706267,2.37917539854351,0.00863022201954432
"143","bacterial extracellular vesicle",-6.08910195762264,-2.2352943560109,0.000292970253773998
"144","bacterial transcription",-18.9328218482475,-7.86352373713483,6.26583464172862e-08
"145","bacteriocin immunity",-10.8596230442009,-2.71538222989814,4.57116614701864e-06
"146","base-excision repair",3.4919528808885,2.52884268698498,0.00817496871955501
"147","BBSome",-3.5882951321546,-1.45899989429059,0.00710206867616248
"148","behavioral fear response",-4.54013958128508,-2.81650008461501,0.00189884518107404
"149","beta-alanine transmembrane transporter activity",4.93783018571985,2.12330420197771,0.00113816608965202
"150","beta-glucuronidase activity",-6.04076169913857,-2.66206408943451,0.000309064052304488
"151","beta-ketoadipate pathway",-8.75129212273575,-3.13791198638441,2.27599885045517e-05
"152","beta-mannosidase activity",4.75378099147044,3.16657693278961,0.00143824400401976
"153","beta-N-acetylglucosaminidase activity",5.05879103858939,3.38223786137285,0.000978515574420515
"154","beta-phosphoglucomutase activity",-2.5075950326568,-0.748676643374571,0.0365074584661373
"155","bile acid catabolic process",-7.44276667304583,-2.77898958246102,7.31471331702475e-05
"156","binding",3.15615820641703,2.12467218338137,0.0134727712850883
"157","biological_process",5.79318900047351,1.24324620658127,0.000408322236828109
"158","bioluminescence",-9.85897293673611,-3.94080522053404,9.43677244088056e-06
"159","biotin biosynthetic process",-8.32821843433507,-2.48483634000991,3.26569501706035e-05
"160","biotin carboxylase activity",-5.72312506581947,-1.7847341379594,0.000442440612505406
"161","biotin synthase activity",2.40475988551081,1.87313496427129,0.0428572064685317
"162","blood vessel remodeling",-3.96950104339844,-1.39871553548274,0.00412181022030952
"163","branched-chain-amino-acid transaminase activity",4.50660943497133,2.05007143512467,0.00198468087135639
"164","branched-chain amino acid catabolic process",-2.46976119222442,-1.81948357799519,0.0387248659331296
"165","butanediol metabolic process",-2.78900912418703,-1.76023461303619,0.0235943424257148
"166","butyrate kinase activity",4.35036493878643,3.25689055613152,0.00244407825660678
"167","butyryl-CoA dehydrogenase activity",-10.7851162196753,-3.83250355570781,4.8146910488183e-06
"168","C4-dicarboxylate transmembrane transporter activity",10.0194617137606,4.81499133667442,8.36584189483243e-06
"169","calcium-transporting ATPase activity",-3.87773536770895,-2.10604149233769,0.00468977133938071
"170","calcium channel activity",3.59939923420912,2.62863265055569,0.00698839296321357
"171","calcium ion binding",7.95026142495271,3.18635032517285,4.56721238231631e-05
"172","capsular-polysaccharide-transporting ATPase activity",-5.77346293059592,-3.61053546189768,0.000417625778418699
"173","carbohydrate catabolic process",-5.60220007235466,-2.38374296942155,0.000508938562098612
"174","carbohydrate metabolic process",7.91625195333372,5.00477236719257,4.71010689456565e-05
"175","carbohydrate transport",3.69239065613905,1.50755333187741,0.00610913895092043
"176","carbohydrate utilization",2.31341619551326,2.17634247653615,0.0494248042534472
"177","carbohydrate:cation symporter activity",2.82429700234882,1.56492817753153,0.0223455352515812
"178","carbon-oxygen lyase activity, acting on polysaccharides",2.70620071884476,2.38702605838131,0.0268153459423011
"179","carbon utilization",4.82791021610072,2.30301485748106,0.0013081095084638
"180","carbonate dehydratase activity",-7.61446040175453,-2.22601270748502,6.2201574788765e-05
"181","carboxylic acid metabolic process",-4.6787237137572,-2.46211687806593,0.00158449594809064
"182","carboxylic ester hydrolase activity",-4.10779159899956,-2.23365140895237,0.00340098164121705
"183","carboxymethylenebutenolidase activity",-7.18805958184068,-3.2670564303835,9.35361975643057e-05
"184","carboxypeptidase activity",-9.70564027048142,-3.51489350992689,1.0604652587957e-05
"185","cardiolipin synthase activity",7.57479659348302,4.71714516809445,6.45584424573811e-05
"186","carnitine dehydratase activity",3.99873953221962,1.66839697132243,0.00395672784630383
"187","carnitine O-palmitoyltransferase activity",-4.51944396189595,-1.93812517117643,0.00195133778369828
"188","cartilage condensation",-7.17200040271071,-3.94999460543378,9.50186355013366e-05
"189","catabolic process",-9.18957190923666,-1.84026724191943,1.58942110485247e-05
"190","catalytic activity",10.2278525774106,5.40852788141887,7.17226590754098e-06
"191","catechol-containing compound catabolic process",-19.5749841548028,-3.5823570821949,4.82275700314191e-08
"192","cation transport",3.88329525640356,2.02651670030926,0.00465307318061574
"193","CDP-diacylglycerol-serine O-phosphatidyltransferase activity",-2.95073100026814,-1.71615445546265,0.0184051091804517
"194","cell",-5.39999338037465,-2.52176088224957,0.000646022111031981
"195","cell adhesion involved in biofilm formation",-4.56614334915592,-2.61555809148794,0.00183505028587482
"196","cell envelope organization",-3.27857463347354,-0.818974196834952,0.0112116530039495
"197","cell outer membrane",5.04319073639931,2.03008557779205,0.000997658949072665
"198","cell separation after cytokinesis",5.76502068961587,2.90902861368724,0.000421678463459446
"199","cell septum",-3.52980640771416,-1.76782097682199,0.00773419134949127
"200","cell wall",4.58391172215547,3.3825481899679,0.00179279891087104
"201","cell wall macromolecule biosynthetic process",-4.83951763617597,-2.13841830901482,0.00128892025866955
"202","cellular amino acid biosynthetic process",10.9045177754239,5.26710027433152,4.43108976701671e-06
"203","cellular amino acid metabolic process",-8.65776715369936,-1.74455782649218,2.46200041612401e-05
"204","cellular aromatic compound metabolic process",-3.54060644826363,-2.03430893648541,0.00761311283980213
"205","cellular catabolic process",-4.52292904940463,-2.20647448738169,0.00194238905088505
"206","cellular iron ion homeostasis",4.58520899783802,1.97018723024365,0.00178975575873819
"207","cellular protein modification process",5.57663065994031,2.87169349958101,0.000524362363093369
"208","cellular response to antibiotic",-6.61945679380748,-1.40645928943536,0.000165989412691737
"209","cellular response to DNA damage stimulus",2.43726887135312,0.707749443758355,0.0407376868654861
"210","cellular response to heat",-3.55159786285097,-2.04668530347931,0.00749195460849591
"211","cellular response to nitrogen starvation",3.33352759834391,1.58326744214526,0.0103300702575997
"212","cellular response to starvation",-11.6399290302036,-1.71262405661916,2.70320554621661e-06
"213","cellular response to sulfur starvation",-4.85836506407483,-2.61487114413377,0.00125841202421367
"214","cellular response to UV",2.92944974040053,0.755134302286388,0.0190141566176949
"215","cellular_component",2.38336965515479,0.764420706956117,0.0443120137959392
"216","cellulose biosynthetic process",-2.44201245842189,-0.586181468378637,0.0404373744803861
"217","cellulosome",-3.43980395794282,-2.71110370789956,0.00882635638410437
"218","chemotaxis",-5.07820259749464,-2.18867267471909,0.000955253574212433
"219","chemotaxis in host environment",-3.38343117145953,-1.49603582068537,0.00959278623019415
"220","chitin catabolic process",-2.85469215144782,-1.77543485244172,0.0213246719557315
"221","chloride channel activity",-4.62046549898258,-1.98632276348096,0.00170916176984574
"222","chloroplast thylakoid membrane",-2.36488057316451,-0.609323282757339,0.045609429060977
"223","chorismate biosynthetic process",-9.90803808268856,-3.91068963104481,9.09394196698503e-06
"224","chorismate mutase activity",2.55891262349626,1.05591083247584,0.0337039472659264
"225","chorismate synthase activity",10.0940069531077,4.44659718484032,7.91511456343572e-06
"226","chromate transmembrane transporter activity",2.37422769376797,1.78510958212497,0.0449488257424732
"227","chromosome, telomeric region",-4.8935196338706,-3.03820958311583,0.0012035891206714
"228","chronic inflammatory response to antigenic stimulus",-4.36559274321728,-1.75875411752551,0.00239460181981298
"229","cilium movement",2.53022233601486,0.601549680812181,0.0352432337293776
"230","CoA-transferase activity",2.63023355928532,1.39964479578132,0.0301672409137109
"231","CoB--CoM heterodisulfide reductase activity",-7.80962754289097,-4.44222930353478,5.19130526205279e-05
"232","cob(I)yrinic acid a,c-diamide adenosyltransferase activity",6.68177709901289,1.89047455873737,0.000155605243572473
"233","cobalamin transport",-13.1607710168002,-7.3241665822982,1.05765958150352e-06
"234","cobalt ion transport",2.48751894888756,1.42616675140553,0.0376676050522097
"235","colanic acid biosynthetic process",-4.05557268675214,-0.855385068228483,0.00365582457099859
"236","competence pheromone activity",-4.39925619911102,-1.43099798216908,0.00228903023612167
"237","complement binding",-6.51363632099203,-3.28529786727466,0.000185422063751428
"238","condensed chromosome",-5.59766223741289,-2.88897208740403,0.00051163908427314
"239","condensed nuclear chromosome",-5.16363211105052,-1.18873640091157,0.000859820876150357
"240","condensin complex",4.5664852538619,1.99025370805669,0.00183422714561213
"241","conjugation",-3.65087249744849,-1.83924580599495,0.00648618038087752
"242","copper-exporting ATPase activity",-2.35385090698709,-0.960795610791144,0.0464014833550993
"243","copper ion binding",7.57771201521013,4.05416283242371,6.43818708829826e-05
"244","cornified envelope",-5.42987848847795,-2.22357627625012,0.000623429049474805
"245","CTP binding",3.40892803572221,1.47057504003019,0.00923775983136021
"246","CTP synthase activity",3.18623680684547,2.06391888671983,0.0128760698528217
"247","cyclo-ligase activity",3.04031232215234,1.33214740073327,0.0160556648770433
"248","cystathionine beta-lyase activity",-5.64643575888893,-2.82072877996756,0.000483418046804913
"249","cystathionine gamma-synthase activity",-4.08583976680342,-2.3270104486231,0.00350570314953759
"250","cysteine-tRNA ligase activity",-5.4200702993462,-0.71021456101707,0.00063074705434508
"251","cysteine-type peptidase activity",-5.79097126225216,-2.8070591119805,0.00040935674481217
"252","cysteine biosynthetic process from serine",4.71064741341277,2.43748522457453,0.00152040364255355
"253","cysteine synthase activity",6.34936259859562,2.91350424923892,0.000220761018756317
"254","cytidine deaminase activity",5.37599133636917,2.49300546677683,0.000664817853432032
"255","cytidylate kinase activity",5.81172796100665,2.46966102309159,0.000399785980657837
"256","cytochrome-b5 reductase activity, acting on NAD(P)H",-5.15874132637335,-2.32383400886471,0.000864993469208133
"257","cytochrome-c peroxidase activity",-3.44474529538019,-1.65814528898662,0.00876233799730335
"258","cytochrome complex",-10.0170440118252,-3.31411564430426,8.38093237811028e-06
"259","cytoplasm",-9.28246385037391,-1.25831122132596,1.47569223508216e-05
"260","cytoplasmic translational termination",3.22265519578384,1.77873012050262,0.0121905346213124
"261","cytosine deaminase activity",6.32638625251764,2.20335206793637,0.000226271167657182
"262","cytosolic DNA-directed RNA polymerase complex",-4.65672526092427,-1.72344710816706,0.00163036878244094
"263","D-alanine-D-alanine ligase activity",2.59005303263695,1.77602584929163,0.0321104616272917
"264","D-amino acid catabolic process",-3.15714904269551,-1.65275594508673,0.0134526597151575
"265","D-glucarate catabolic process",-8.24977857235606,-3.96255356982748,3.49753607076e-05
"266","D-proline reductase (dithiol) activity",-10.1108103275338,-3.62775176973599,7.81730093741213e-06
"267","D-ribose-importing ATPase activity",-2.61955935442824,-1.12572297992695,0.0306714513321471
"268","D-ribose transmembrane transport",7.79454274220111,2.74681087409172,5.26368967230999e-05
"269","D-sedoheptulose 7-phosphate isomerase activity",-4.35403453492847,-2.17093735952263,0.00243205509971736
"270","damaged DNA binding",2.65962270374555,2.39864633826613,0.0288223391765524
"271","deacetylase activity",-6.59736728320236,-2.68133267475822,0.000169852120132269
"272","deaminase activity",-2.89026779241521,-1.09453048282523,0.0201908587548288
"273","defense response",-6.56149741259041,-2.16689390216132,0.000176337946078646
"274","denitrification pathway",-7.14978603156687,-3.57282585065927,9.7112360915191e-05
"275","deoxyribodipyrimidine photo-lyase activity",2.65885674482693,1.50060307633722,0.0288566003404861
"276","deoxyribonuclease activity",5.89358154532391,3.64068325140658,0.000364372800292773
"277","dephospho-CoA kinase activity",12.6061934543549,3.54986625889465,1.47138218821245e-06
"278","desmosome assembly",-4.92373145746502,-3.45954017016343,0.00115855160519051
"279","detection of chemical stimulus involved in sensory perception of bitter taste",-3.16655889602542,-1.93746040567034,0.0132632249745011
"280","dethiobiotin synthase activity",2.89189695385422,2.26299651730066,0.0201404572328571
"281","dGTP catabolic process",-3.58723905890256,-1.88410289938402,0.00711298199881965
"282","dGTPase activity",-2.71507813995785,-1.42546057335489,0.0264493969203657
"283","diacylglycerol kinase activity",-6.88879931295008,-3.11791616940496,0.000125944499142817
"284","diamine N-acetyltransferase activity",-4.33527859076591,-3.09327857489091,0.00249418740626199
"285","diaminopimelate epimerase activity",-3.99465155061575,-1.28831883559993,0.00397937533396747
"286","dicarboxylic acid transport",7.00538552887719,2.95577439599387,0.000112034867658508
"287","diguanylate cyclase activity",-6.39336659408915,-3.50073943173896,0.000210616771950674
"288","dihydrolipoyllysine-residue acetyltransferase activity",-3.01987830482617,-2.09134185717014,0.0165625491037223
"289","dihydroneopterin aldolase activity",-21.2131616111187,-5.4220976888387,2.56342127793126e-08
"290","dihydroorotate oxidase activity",-5.40750754116678,-2.40643928907535,0.000640258165297727
"291","dihydropteroate synthase activity",3.58982115339488,1.89307818243512,0.00708633043464221
"292","dihydropyrimidinase activity",-6.16492896044436,-3.07517453343535,0.000269554103444285
"293","dihydroxy-acid dehydratase activity",-2.8371042981337,-1.04565910670926,0.0219093588846841
"294","dimethylallyltranstransferase activity",-13.7623048041298,-5.96915761628706,7.49867896194019e-07
"295","dimethylmaleate hydratase activity",3.5691733995509,2.33185828239916,0.0073024592678428
"296","dipeptide transport",-11.3876135061173,-2.1298616619187,3.19238603141533e-06
"297","dipeptidyl-peptidase activity",-2.51392748241614,-1.28644748923783,0.0361490870134373
"298","diphosphomevalonate decarboxylase activity",-3.42134988411397,-2.36259328261267,0.00906985624111771
"299","diphthine synthase activity",-5.24205395554488,-1.90743495039762,0.000781338582358519
"300","division septum assembly",6.91649575315124,4.38509882893189,0.000122474902313237
"301","division septum site selection",-14.7402151701778,-5.52714462454585,4.4120294203147e-07
"302","DNA-(apurinic or apyrimidinic site) lyase activity",-10.016258755286,-2.11885189920535,8.38584022057376e-06
"303","DNA-directed 5'-3' RNA polymerase activity",-3.53089116780387,-1.52278803503825,0.00772193826958102
"304","DNA-directed DNA polymerase activity",8.74680572631627,1.23404695692919,2.28455523928667e-05
"305","DNA-directed RNA polymerase complex",7.31483713768378,2.99155670625642,8.26938098034087e-05
"306","DNA-templated transcription, termination",-6.46419925549248,-1.3877022818404,0.00019535140113288
"307","DNA binding",3.60708026307164,1.84662842418322,0.0069108942316517
"308","DNA binding transcription factor activity",-10.223451655606,-1.53349465461093,7.19541610847301e-06
"309","DNA clamp loader activity",9.04495257507437,4.3635543072609,1.78644298441662e-05
"310","DNA damage checkpoint",-3.30221658752155,-1.39238765865932,0.010823026085349
"311","DNA helicase activity",-8.2547234308206,-2.13412059370213,3.48239207573643e-05
"312","DNA integration",-8.03840264111491,-4.4980100372089,4.21878885545795e-05
"313","DNA ligase (NAD+) activity",11.9550200858307,4.30790847368215,2.20609630335218e-06
"314","DNA ligase activity",-10.9774844398825,-3.8692504356808,4.21354310025488e-06
"315","DNA mediated transformation",3.71435067411933,1.50011798709222,0.00591922928297174
"316","DNA methylation",-3.04036419018309,-0.903638037315333,0.0160543990463789
"317","DNA modification",2.5183309791148,1.4176329697213,0.0359019856849198
